Date,open,high,low,close,adjclose,volume,ticker
01/01/1996 00:00,14.63824844,14.71679497,14.54185009,14.69180298,9.302442551,52060684,RELIANCE.NS
02/01/1996 00:00,14.65610027,14.72750568,14.47044373,14.5775528,9.230104446,84371654,RELIANCE.NS
03/01/1996 00:00,14.81676292,15.4915514,14.65610027,14.68823242,9.300181389,104661939,RELIANCE.NS
04/01/1996 00:00,14.5489912,14.59540367,14.35619354,14.55256081,9.214279175,108450132,RELIANCE.NS
05/01/1996 00:00,14.49543571,14.49543571,14.32763195,14.4525919,9.150979042,83354233,RELIANCE.NS
08/01/1996 00:00,14.4240303,14.43474102,13.73139095,13.87420273,8.784761429,93487122,RELIANCE.NS
09/01/1996 00:00,13.46361828,13.70996857,13.01375961,13.47432899,8.531571388,194383277,RELIANCE.NS
10/01/1996 00:00,13.21012592,13.52788258,13.06731415,13.12800884,8.312292099,138303327,RELIANCE.NS
11/01/1996 00:00,12.99590778,13.60286045,12.97805691,13.53859425,8.572262764,204822863,RELIANCE.NS
12/01/1996 00:00,13.63856316,13.74210167,13.30652523,13.39578247,8.481840134,187343962,RELIANCE.NS
15/01/1996 00:00,13.35650921,13.42434502,13.18156433,13.2565403,8.393673897,99990769,RELIANCE.NS
16/01/1996 00:00,13.21012592,13.3529377,13.16728306,13.28153229,8.409499168,108623786,RELIANCE.NS
17/01/1996 00:00,13.21012592,13.22797775,12.64244843,12.7531271,8.07492733,149814950,RELIANCE.NS
18/01/1996 00:00,12.42823029,12.63173676,12.26756573,12.39966679,7.851124763,188751405,RELIANCE.NS
19/01/1996 00:00,12.22829342,12.38181591,12.09976196,12.18187904,7.713225365,162267670,RELIANCE.NS
22/01/1996 00:00,12.22115231,12.54961967,12.21044064,12.38895607,7.844343185,169306985,RELIANCE.NS
23/01/1996 00:00,12.43179989,12.48535442,11.2107563,11.86412239,7.512032986,177459651,RELIANCE.NS
24/01/1996 00:00,11.76058292,11.83198929,11.28216171,11.45710659,7.254323483,175592863,RELIANCE.NS
25/01/1996 00:00,11.4321146,11.48209858,10.90727997,10.97511578,6.949139118,180427885,RELIANCE.NS
26/01/1996 00:00,10.97511578,10.97511578,10.97511578,10.97511578,6.949139118,0,RELIANCE.NS
29/01/1996 00:00,10.92513084,11.94266796,10.85729599,11.83912945,7.496210098,326451143,RELIANCE.NS
30/01/1996 00:00,12.21044064,13.49575138,12.03192616,12.90307999,8.169872284,530968010,RELIANCE.NS
31/01/1996 00:00,12.78168964,13.26368141,12.29969883,12.62102604,7.991281986,365780421,RELIANCE.NS
01/02/1996 00:00,12.49606514,13.21012592,12.46036243,13.12800884,8.312292099,320211479,RELIANCE.NS
02/02/1996 00:00,13.4778986,14.70965385,13.4778986,14.55256081,9.214279175,409362837,RELIANCE.NS
05/02/1996 00:00,15.35230923,16.08065033,14.89173985,15.76289368,9.980628014,611241274,RELIANCE.NS
06/02/1996 00:00,16.14134598,16.42340088,14.10984325,14.44188118,9.144200325,621157795,RELIANCE.NS
07/02/1996 00:00,13.64213276,14.85246563,13.49932098,14.70965385,9.313745499,447720910,RELIANCE.NS
08/02/1996 00:00,14.85960674,16.25559616,14.70965385,15.99496365,10.12756634,410826998,RELIANCE.NS
09/02/1996 00:00,16.56621361,17.28027344,16.00210381,16.92324257,10.71532917,497220188,RELIANCE.NS
12/02/1996 00:00,16.49480629,16.78043175,15.63793278,15.86286259,10.04392529,485799594,RELIANCE.NS
13/02/1996 00:00,15.70933914,17.43379784,15.57366753,16.8161335,10.64750957,509517459,RELIANCE.NS
14/02/1996 00:00,17.24456978,17.49092102,16.69831467,16.82684517,10.6542902,311229752,RELIANCE.NS
15/02/1996 00:00,16.42340088,16.95894623,16.28058815,16.55907249,10.48474693,349568218,RELIANCE.NS
16/02/1996 00:00,16.28058815,16.44125175,16.14134598,16.26630783,10.29937744,247823396,RELIANCE.NS
19/02/1996 00:00,16.56621361,16.79471207,16.33414268,16.43054008,10.40336514,259115850,RELIANCE.NS
20/02/1996 00:00,16.42340088,16.49123573,15.35230923,15.56295681,9.854034424,319565876,RELIANCE.NS
21/02/1996 00:00,15.56295681,15.56295681,15.56295681,15.56295681,9.854034424,0,RELIANCE.NS
22/02/1996 00:00,15.92355824,16.49480629,15.78431606,16.38412666,10.37397575,306779151,RELIANCE.NS
23/02/1996 00:00,16.35199356,16.38769722,15.93783855,16.20918274,10.26320267,273047435,RELIANCE.NS
26/02/1996 00:00,16.38769722,16.72687531,16.14134598,16.24488449,10.28581142,272480257,RELIANCE.NS
27/02/1996 00:00,16.33771324,16.42340088,15.78431606,16.0592289,10.16825867,271245768,RELIANCE.NS
28/02/1996 00:00,16.36984634,16.55193138,16.10207367,16.13777542,10.21799278,213913124,RELIANCE.NS
29/02/1996 00:00,15.99496365,16.05208969,15.03098202,15.12738037,9.57823658,348949223,RELIANCE.NS
01/03/1996 00:00,15.24520016,15.43799591,14.89173985,15.21306705,9.632493973,361586101,RELIANCE.NS
04/03/1996 00:00,15.28090286,15.35230923,14.88102913,15.05597401,9.533025742,336703769,RELIANCE.NS
05/03/1996 00:00,15.05597401,15.05597401,15.05597401,15.05597401,9.533025742,0,RELIANCE.NS
06/03/1996 00:00,15.31660557,15.69505787,15.18093395,15.59151936,9.87211895,271927783,RELIANCE.NS
07/03/1996 00:00,15.80930805,16.08422089,15.65578461,15.73076057,9.960281372,427205153,RELIANCE.NS
08/03/1996 00:00,15.53082371,15.70933914,15.33445835,15.64864445,9.908289909,323413587,RELIANCE.NS
11/03/1996 00:00,15.42371464,15.7450428,15.36301994,15.69862938,9.939937592,315545910,RELIANCE.NS
12/03/1996 00:00,15.67363644,16.99464989,15.60223007,16.50551605,10.45083618,401505664,RELIANCE.NS
13/03/1996 00:00,16.06637001,16.29844093,15.87000275,16.22346306,10.27224541,288857711,RELIANCE.NS
14/03/1996 00:00,16.20918274,16.38055611,16.10207367,16.2198925,10.2699852,298805742,RELIANCE.NS
15/03/1996 00:00,16.13420677,16.18419075,15.56652737,15.68791771,9.933154106,311222050,RELIANCE.NS
18/03/1996 00:00,15.5272541,15.56652737,14.91673183,14.97385693,9.481030464,333659911,RELIANCE.NS
19/03/1996 00:00,14.92387199,15.19521618,13.74567223,14.05271816,8.89779377,518646232,RELIANCE.NS
20/03/1996 00:00,14.05271816,14.05271816,14.05271816,14.05271816,8.89779377,0,RELIANCE.NS
21/03/1996 00:00,14.63824844,15.21663666,14.63824844,15.05954361,9.53528595,335229806,RELIANCE.NS
22/03/1996 00:00,14.77748966,14.77748966,14.17410946,14.44902229,9.148718834,337412392,RELIANCE.NS
25/03/1996 00:00,14.63467789,14.71679497,14.15625668,14.36333466,9.094465256,228583441,RELIANCE.NS
26/03/1996 00:00,14.28121758,14.56684208,13.81707764,14.27050686,9.035689354,266190177,RELIANCE.NS
27/03/1996 00:00,14.78106022,14.9917078,14.71322536,14.77748966,9.356697083,188614862,RELIANCE.NS
28/03/1996 00:00,14.81676292,15.04526329,14.76677895,14.97028637,9.478772163,179704557,RELIANCE.NS
29/03/1996 00:00,14.95243454,15.04883289,14.72393513,14.77034855,9.352175713,162979093,RELIANCE.NS
01/04/1996 00:00,14.83461475,14.95957565,14.70965385,14.90959072,9.440340042,123754849,RELIANCE.NS
02/04/1996 00:00,14.94172382,15.13809109,14.79891205,14.94886494,9.465206146,183712619,RELIANCE.NS
03/04/1996 00:00,15.28447342,15.45227814,15.03812218,15.07382488,9.544327736,148516042,RELIANCE.NS
04/04/1996 00:00,14.92387199,14.94529438,14.73821735,14.8953104,9.431297302,120920356,RELIANCE.NS
05/04/1996 00:00,14.8953104,14.8953104,14.8953104,14.8953104,9.431297302,0,RELIANCE.NS
08/04/1996 00:00,15.0845356,15.22377777,14.9881382,15.14523125,9.589541435,114054696,RELIANCE.NS
09/04/1996 00:00,15.33445835,15.50940228,15.0845356,15.16308308,9.600844383,160092085,RELIANCE.NS
10/04/1996 00:00,15.35230923,15.42014503,15.09524727,15.15594196,9.596321106,142551564,RELIANCE.NS
11/04/1996 00:00,15.01313019,15.10238838,14.91316223,14.99884892,9.496855736,108242166,RELIANCE.NS
12/04/1996 00:00,14.99884892,15.53082371,14.93101311,15.40943432,9.756827354,170554078,RELIANCE.NS
15/04/1996 00:00,15.70933914,16.11992455,15.67720699,15.80573845,10.00775814,238306001,RELIANCE.NS
16/04/1996 00:00,15.85215187,16.04851723,15.70933914,15.84144115,10.03036118,194468704,RELIANCE.NS
17/04/1996 00:00,16.28058815,16.69117355,16.12706566,16.51622772,10.45761871,205004220,RELIANCE.NS
18/04/1996 00:00,17.03035164,17.51234245,16.89825058,17.42308617,11.03181458,343119889,RELIANCE.NS
19/04/1996 00:00,17.5658989,17.8872242,17.39095306,17.53376579,11.10189342,328964234,RELIANCE.NS
22/04/1996 00:00,17.70870972,17.74441338,16.88754082,16.9767971,10.74923515,288928433,RELIANCE.NS
23/04/1996 00:00,16.81970406,17.04820442,16.60191536,16.86254883,10.67689705,285128337,RELIANCE.NS
24/04/1996 00:00,17.64444542,18.42991257,17.58017921,18.22997475,11.54271603,267449873,RELIANCE.NS
25/04/1996 00:00,18.35136414,18.74409866,16.99464989,17.30169487,10.95495224,310110100,RELIANCE.NS
26/04/1996 00:00,17.28027344,17.66943741,16.85183716,17.45521736,11.05215836,316266437,RELIANCE.NS
29/04/1996 00:00,17.28027344,17.36953163,16.9767971,17.31240654,10.96173668,210542263,RELIANCE.NS
30/04/1996 00:00,17.28027344,17.85152245,17.17316437,17.46949959,11.06120586,214680565,RELIANCE.NS
01/05/1996 00:00,19.06542587,19.2725029,18.86905861,18.99758911,12.02874947,247735169,RELIANCE.NS
02/05/1996 00:00,18.85120773,19.10826874,18.56558228,19.01187134,12.03779125,253483978,RELIANCE.NS
03/05/1996 00:00,18.84763718,18.9583168,18.49417686,18.5798645,11.76425362,246763963,RELIANCE.NS
06/05/1996 00:00,18.1371479,18.23711586,17.4445076,17.53733444,11.10415459,295531511,RELIANCE.NS
07/05/1996 00:00,17.51234245,17.88365555,17.4445076,17.75155449,11.23978996,274304331,RELIANCE.NS
08/05/1996 00:00,17.42308617,18.10144424,17.20886612,17.84795189,11.30082989,392829934,RELIANCE.NS
09/05/1996 00:00,17.51234245,17.88008499,17.3159771,17.4123745,11.0250349,304698797,RELIANCE.NS
10/05/1996 00:00,16.99464989,17.32668686,16.89110947,17.23028946,10.90974426,303144307,RELIANCE.NS
13/05/1996 00:00,17.45878983,17.7015686,17.35881996,17.59445953,11.14032555,199185389,RELIANCE.NS
14/05/1996 00:00,17.5658989,18.2014122,17.4766407,18.08359146,11.45003033,325507946,RELIANCE.NS
15/05/1996 00:00,17.79796791,18.27995872,17.42665672,18.12286568,11.47489834,458621240,RELIANCE.NS
16/05/1996 00:00,18.33351326,18.60128593,18.1050148,18.22640419,11.54045486,344271751,RELIANCE.NS
17/05/1996 00:00,17.85152245,18.06574059,17.76583481,17.86580276,11.31213093,282644656,RELIANCE.NS
20/05/1996 00:00,17.63730431,17.66586685,17.25171089,17.30526543,10.9572134,163057518,RELIANCE.NS
21/05/1996 00:00,17.20172691,17.42308617,17.10175705,17.24456978,10.9187851,228120595,RELIANCE.NS
22/05/1996 00:00,17.42308617,17.5087738,17.28384399,17.33739853,10.97756195,159668452,RELIANCE.NS
23/05/1996 00:00,17.22314835,17.29455566,17.10889816,17.1945858,10.88713551,147343873,RELIANCE.NS
24/05/1996 00:00,17.35881996,17.40880394,17.26599121,17.3552494,11.48512077,118389760,RELIANCE.NS
27/05/1996 00:00,17.20886612,17.20886612,16.8161335,16.84469604,11.1472559,192932421,RELIANCE.NS
28/05/1996 00:00,16.49480629,16.49480629,16.10564232,16.29844093,10.78576088,272773649,RELIANCE.NS
29/05/1996 00:00,16.64118958,17.45878983,16.64118958,17.2267189,11.40006351,257321886,RELIANCE.NS
30/05/1996 00:00,17.35168076,17.40166473,16.80185318,16.91253281,11.19214916,264051704,RELIANCE.NS
31/05/1996 00:00,17.15531349,17.17316437,16.85897827,17.01964188,11.2630291,222974676,RELIANCE.NS
03/06/1996 00:00,17.35168076,17.60160065,17.24456978,17.54090691,11.60798073,244481244,RELIANCE.NS
04/06/1996 00:00,17.84795189,17.95506096,16.9767971,17.2909832,11.44259167,359600976,RELIANCE.NS
05/06/1996 00:00,17.49449158,17.49449158,17.02678108,17.18030548,11.36935043,166900328,RELIANCE.NS
06/06/1996 00:00,17.41951561,17.78011513,17.35168076,17.46235847,11.55600166,165519493,RELIANCE.NS
07/06/1996 00:00,17.21600723,17.53019524,17.19101524,17.44807816,11.54655457,111980643,RELIANCE.NS
10/06/1996 00:00,17.38738251,17.45878983,17.20886612,17.2909832,11.44259167,90766766,RELIANCE.NS
11/06/1996 00:00,17.20886612,17.3159771,17.05891418,17.15531349,11.35281181,122847363,RELIANCE.NS
12/06/1996 00:00,17.42308617,17.59803009,17.28741455,17.41594505,11.52528667,100177728,RELIANCE.NS
13/06/1996 00:00,17.38738251,17.48378181,17.2909832,17.34810829,11.48039532,58473303,RELIANCE.NS
14/06/1996 00:00,17.42308617,17.5658989,17.36596107,17.53019524,11.60089397,61335103,RELIANCE.NS
17/06/1996 00:00,17.58374977,17.58374977,17.24814034,17.2909832,11.44259167,53921870,RELIANCE.NS
18/06/1996 00:00,17.20886612,17.20886612,16.64475822,16.8482666,11.14961815,95575180,RELIANCE.NS
19/06/1996 00:00,16.85183716,16.92324257,16.21275139,16.34485435,10.81647778,119619347,RELIANCE.NS
20/06/1996 00:00,16.20918274,16.44125175,16.03066635,16.36984634,10.83301258,142321892,RELIANCE.NS
21/06/1996 00:00,16.27344894,16.38055611,15.82358932,15.91641712,10.5329504,176531159,RELIANCE.NS
24/06/1996 00:00,15.78788567,15.92355824,15.53796482,15.78074646,10.44316864,153797804,RELIANCE.NS
25/06/1996 00:00,15.85215187,15.92355824,15.13809109,15.44870663,10.22343731,174599951,RELIANCE.NS
26/06/1996 00:00,15.54510498,15.54510498,15.07739639,15.15237236,10.02733135,148061599,RELIANCE.NS
27/06/1996 00:00,15.01313019,15.56652737,14.82747364,15.42371464,10.20689774,269399287,RELIANCE.NS
28/06/1996 00:00,15.56652737,15.83430004,15.10595798,15.25234127,10.09348679,379737213,RELIANCE.NS
01/07/1996 00:00,15.07025528,15.54510498,14.74535656,14.90602112,9.86430645,276750901,RELIANCE.NS
02/07/1996 00:00,14.91673183,15.05954361,14.49543571,14.59183407,9.656388283,284038794,RELIANCE.NS
03/07/1996 00:00,14.38832664,14.42045975,13.46004772,13.61357117,9.009004593,322739975,RELIANCE.NS
04/07/1996 00:00,13.37078953,13.9813118,13.15300083,13.56358624,8.975926399,403387857,RELIANCE.NS
05/07/1996 00:00,13.69211674,13.81707764,13.17799377,13.36007881,8.841251373,297643376,RELIANCE.NS
08/07/1996 00:00,13.6349926,14.78106022,13.32080555,13.46361828,8.909770012,173933341,RELIANCE.NS
09/07/1996 00:00,13.35650921,14.78106022,12.281847,12.80311203,8.472670555,270917365,RELIANCE.NS
10/07/1996 00:00,12.35325336,12.84952641,12.28898811,12.58532333,8.328541756,239983029,RELIANCE.NS
11/07/1996 00:00,12.74598694,13.03161144,12.53533936,12.61745644,8.349812508,229122611,RELIANCE.NS
12/07/1996 00:00,12.53176785,12.56390095,12.03549576,12.14617634,8.037932396,344488119,RELIANCE.NS
15/07/1996 00:00,12.06762886,13.42434502,11.86055088,12.82096291,8.484482765,724444502,RELIANCE.NS
